Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
ITA Airways,6/6/2022,TLV,NAP,FCO,15:15,22:45,8h 30m,1 stop,"1,030"
ITA Airways,6/6/2022,TLV,VCE,FCO,15:15,22:50,8h 35m,1 stop,"1,030"
Pegasus Airlines,6/6/2022,TLV,FCO,"AYT, SAW",6:00,13:45,8h 45m,2 stops,"1,048"
Austrian Airlines,6/6/2022,TLV,FCO,VIE,15:35,20:45,6h 10m,1 stop,"1,325"
EL AL,6/6/2022,TLV,FCO,,6:05,8:45,3h 40m,nonstop,"1,505"
Pegasus Airlines,6/6/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,028"
Turkish Airlines,6/6/2022,TLV,NAP,IST,0:50,8:50,9h 00m,1 stop,"1,169"
Turkish Airlines,6/6/2022,TLV,VCE,IST,0:50,8:30,8h 40m,1 stop,"1,240"
easyJet,6/6/2022,TLV,NAP,MXP,12:55,21:10,9h 15m,1 stop,"1,251"
Brussels Airlines,6/6/2022,TLV,VCE,BRU,16:05,22:50,7h 45m,1 stop,"1,316"
Iberia,6/6/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,333"
Lufthansa,6/6/2022,TLV,VCE,MUC,17:10,22:55,6h 45m,1 stop,"1,365"
Austrian Airlines,6/6/2022,TLV,VCE,VIE,6:15,14:10,8h 55m,1 stop,"1,371"
Austrian Airlines,6/6/2022,TLV,VCE,VIE,15:35,21:35,7h 00m,1 stop,"1,389"
Lufthansa,6/6/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,401"
Lufthansa,6/6/2022,TLV,FCO,FRA,16:30,23:25,7h 55m,1 stop,"1,435"
Brussels Airlines,6/6/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,479"
Ryanair,6/6/2022,TLV,NAP,BGY,13:10,21:35,9h 25m,1 stop,"1,507"
Lufthansa,6/6/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,508"
Austrian Airlines,6/6/2022,TLV,NAP,VIE,6:15,14:05,8h 50m,1 stop,"1,553"
Lufthansa,6/6/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,597"
Turkish Airlines,6/6/2022,TLV,FCO,IST,4:50,10:00,6h 10m,1 stop,"1,648"
Vueling,6/6/2022,TLV,FCO,BCN,5:10,14:00,9h 50m,1 stop,"1,649"
Lufthansa,6/6/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,663"
Iberia,6/6/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,722"
Brussels Airlines,6/6/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,766"
Vueling,6/6/2022,TLV,FCO,BCN,5:10,14:00,9h 50m,1 stop,"1,855"
EL AL,6/6/2022,TLV,NAP,FCO,6:05,14:45,9h 40m,1 stop,"1,919"
Brussels Airlines,6/6/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"2,190"
KLM,6/6/2022,TLV,FCO,AMS,4:45,11:50,8h 05m,1 stop,"2,366"
Lufthansa,6/6/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"2,371"
Vueling,6/6/2022,TLV,FCO,BCN,5:10,14:00,9h 50m,1 stop,"2,318"
Lufthansa,6/6/2022,TLV,NAP,"FRA, MUC",8:00,16:45,9h 45m,2 stops,"3,306"
Arkia,6/6/2022,TLV,FCO,,7:25,10:05,3h 40m,nonstop,530
EL AL,6/6/2022,TLV,FCO,,6:05,8:45,3h 40m,nonstop,"1,505"
ITA Airways,6/6/2022,TLV,FCO,,5:15,8:00,3h 45m,nonstop,705
ITA Airways,6/6/2022,TLV,FCO,,15:15,18:00,3h 45m,nonstop,"1,052"
Wizz Air,6/6/2022,TLV,FCO,,11:05,13:55,3h 50m,nonstop,350
Aegean Airlines,6/6/2022,TLV,NAP,ATH,5:10,8:55,4h 45m,1 stop,697
Wizz Air,6/6/2022,TLV,NAP,SOF,9:40,14:05,5h 25m,1 stop,303
Aegean Airlines,6/6/2022,TLV,FCO,ATH,5:10,9:35,5h 25m,1 stop,610
Austrian Airlines,6/6/2022,TLV,FCO,VIE,15:35,20:45,6h 10m,1 stop,"1,325"
Turkish Airlines,6/6/2022,TLV,FCO,IST,4:50,10:00,6h 10m,1 stop,"1,648"
ITA Airways,6/6/2022,TLV,VCE,FCO,5:15,10:30,6h 15m,1 stop,723
Lufthansa,6/6/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,508"
Lufthansa,6/6/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,663"
Brussels Airlines,6/6/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,766"
Lufthansa,6/6/2022,TLV,VCE,MUC,17:10,22:55,6h 45m,1 stop,"1,365"
Austrian Airlines,6/6/2022,TLV,VCE,VIE,15:35,21:35,7h 00m,1 stop,"1,389"
LOT,6/6/2022,TLV,VCE,WAW,5:05,11:20,7h 15m,1 stop,599
Lufthansa,6/6/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,401"
Brussels Airlines,6/6/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,479"
Lufthansa,6/6/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,597"
Brussels Airlines,6/6/2022,TLV,VCE,BRU,16:05,22:50,7h 45m,1 stop,"1,316"
Pegasus Airlines,6/6/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,654
Pegasus Airlines,6/6/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,787
Lufthansa,6/6/2022,TLV,FCO,FRA,16:30,23:25,7h 55m,1 stop,"1,435"
Ryanair,6/6/2022,TLV,NAP,VIE,12:00,19:00,8h 00m,1 stop,652
KLM,6/6/2022,TLV,FCO,AMS,4:45,11:50,8h 05m,1 stop,"2,366"
easyJet,6/6/2022,TLV,FCO,GVA,13:05,20:20,8h 15m,1 stop,906
Brussels Airlines,6/6/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"2,190"
Lufthansa,6/6/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"2,371"
ITA Airways,6/6/2022,TLV,NAP,"FCO, LIN",5:15,12:35,8h 20m,2 stops,781
Ryanair,6/6/2022,TLV,FCO,VIE,12:00,19:25,8h 25m,1 stop,538
ITA Airways,6/6/2022,TLV,NAP,FCO,15:15,22:45,8h 30m,1 stop,"1,030"
ITA Airways,6/6/2022,TLV,VCE,FCO,15:15,22:50,8h 35m,1 stop,"1,030"
Turkish Airlines,6/6/2022,TLV,VCE,IST,0:50,8:30,8h 40m,1 stop,"1,240"
Pegasus Airlines,6/6/2022,TLV,FCO,"AYT, SAW",6:00,13:45,8h 45m,2 stops,"1,048"
Austrian Airlines,6/6/2022,TLV,NAP,VIE,6:15,14:05,8h 50m,1 stop,"1,553"
Austrian Airlines,6/6/2022,TLV,VCE,VIE,6:15,14:10,8h 55m,1 stop,"1,371"
Turkish Airlines,6/6/2022,TLV,NAP,IST,0:50,8:50,9h 00m,1 stop,"1,169"
easyJet,6/6/2022,TLV,NAP,MXP,12:55,21:10,9h 15m,1 stop,"1,251"
Ryanair,6/6/2022,TLV,NAP,BGY,13:10,21:35,9h 25m,1 stop,"1,507"
Iberia,6/6/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,333"
Iberia,6/6/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,722"
Ryanair,6/6/2022,TLV,VCE,VIE,12:00,20:35,9h 35m,1 stop,454
Pegasus Airlines,6/6/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,872
Pegasus Airlines,6/6/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,028"
Wizz Air,6/6/2022,TLV,FCO,WAW,11:30,20:10,9h 40m,1 stop,569
EL AL,6/6/2022,TLV,NAP,FCO,6:05,14:45,9h 40m,1 stop,"1,919"
Lufthansa,6/6/2022,TLV,NAP,"FRA, MUC",8:00,16:45,9h 45m,2 stops,"3,306"
Vueling,6/6/2022,TLV,FCO,BCN,5:10,14:00,9h 50m,1 stop,"1,649"
Vueling,6/6/2022,TLV,FCO,BCN,5:10,14:00,9h 50m,1 stop,"1,855"
Vueling,6/6/2022,TLV,FCO,BCN,5:10,14:00,9h 50m,1 stop,"2,318"
Wizz Air,6/7/2022,TLV,TSF,CLJ,10:25,16:00,6h 35m,1 stop,244
Wizz Air,6/7/2022,TLV,NAP,,16:20,18:40,3h 20m,nonstop,280
Wizz Air,6/7/2022,TLV,FCO,,22:30,1:20,3h 50m,nonstop,280
Wizz Air,6/7/2022,TLV,NAP,OTP,9:25,14:40,6h 15m,1 stop,303
Ryanair,6/7/2022,TLV,FCO,BRI,20:30,1:00,5h 30m,1 stop,308
Ryanair,6/7/2022,TLV,NAP,,20:40,22:55,3h 15m,nonstop,328
Aegean Airlines,6/7/2022,TLV,FCO,ATH,5:10,9:35,5h 25m,1 stop,523
ITA Airways,6/7/2022,TLV,FCO,,15:15,18:00,3h 45m,nonstop,535
ITA Airways,6/7/2022,TLV,VCE,FCO,15:15,22:50,8h 35m,1 stop,550
ITA Airways,6/7/2022,TLV,NAP,FCO,15:15,22:45,8h 30m,1 stop,556
LOT,6/7/2022,TLV,VCE,WAW,5:05,11:20,7h 15m,1 stop,603
Aegean Airlines,6/7/2022,TLV,FCO,ATH,10:00,17:25,8h 25m,1 stop,611
Royal Jordanian,6/7/2022,TLV,FCO,AMM,8:30,14:40,7h 10m,1 stop,612
ITA Airways,6/7/2022,TLV,NAP,"FCO, LIN",15:15,22:55,8h 40m,2 stops,623
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,654
easyJet,6/7/2022,TLV,VCE,NCE,12:55,18:40,6h 45m,1 stop,746
easyJet,6/7/2022,TLV,FCO,GVA,13:10,20:20,8h 10m,1 stop,747
easyJet,6/7/2022,TLV,VCE,BER,14:10,22:55,9h 45m,1 stop,775
BlueBird Airways,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,780
Vueling,6/7/2022,TLV,FCO,BCN,5:10,13:45,9h 35m,1 stop,804
ITA Airways,6/7/2022,TLV,VCE,FCO,5:15,10:30,6h 15m,1 stop,816
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,821
ITA Airways,6/7/2022,TLV,FCO,,5:15,8:00,3h 45m,nonstop,862
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,872
BlueBird Airways,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,874
Hahn Air Systems,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,909
EL AL,6/7/2022,TLV,VCE,,18:15,21:05,3h 50m,nonstop,911
Brussels Airlines,6/7/2022,TLV,VCE,BRU,16:05,22:50,7h 45m,1 stop,916
Vueling,6/7/2022,TLV,FCO,BCN,5:10,13:45,9h 35m,1 stop,929
EL AL,6/7/2022,TLV,FCO,,6:05,8:45,3h 40m,nonstop,934
Iberia,6/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,979
Brussels Airlines,6/7/2022,TLV,FCO,"FRA, BRU",8:00,17:00,10h 00m,2 stops,982
Turkish Airlines,6/7/2022,TLV,FCO,IST,4:50,10:00,6h 10m,1 stop,"1,023"
Turkish Airlines,6/7/2022,TLV,FCO,IST,10:30,18:45,9h 15m,1 stop,"1,023"
Lufthansa,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,044"
Brussels Airlines,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,087"
Iberia,6/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,152"
Turkish Airlines,6/7/2022,TLV,NAP,IST,10:30,18:25,8h 55m,1 stop,"1,169"
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,174"
Lufthansa,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,190"
Vueling,6/7/2022,TLV,FCO,BCN,5:10,13:45,9h 35m,1 stop,"1,210"
Brussels Airlines,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,239"
Turkish Airlines,6/7/2022,TLV,VCE,IST,0:50,8:30,8h 40m,1 stop,"1,240"
Turkish Airlines,6/7/2022,TLV,VCE,IST,10:30,19:10,9h 40m,1 stop,"1,240"
Brussels Airlines,6/7/2022,TLV,VCE,BRU,4:50,11:55,8h 05m,1 stop,"1,298"
Lufthansa,6/7/2022,TLV,VCE,FRA,8:00,13:55,6h 55m,1 stop,"1,316"
Austrian Airlines,6/7/2022,TLV,VCE,VIE,15:35,21:35,7h 00m,1 stop,"1,342"
Austrian Airlines,6/7/2022,TLV,VCE,VIE,6:15,14:10,8h 55m,1 stop,"1,342"
Austrian Airlines,6/7/2022,TLV,NAP,VIE,6:15,14:05,8h 50m,1 stop,"1,367"
Lufthansa,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,375"
EL AL,6/7/2022,TLV,VCE,VIE,6:40,14:10,8h 30m,1 stop,"1,413"
Austrian Airlines,6/7/2022,TLV,FCO,VIE,15:35,20:45,6h 10m,1 stop,"1,434"
Lufthansa,6/7/2022,TLV,FCO,FRA,16:30,23:25,7h 55m,1 stop,"1,441"
EL AL,6/7/2022,TLV,VCE,ZRH,8:00,14:05,7h 05m,1 stop,"1,536"
Lufthansa,6/7/2022,TLV,FCO,FRA,4:50,12:35,8h 45m,1 stop,"1,539"
Lufthansa,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,589"
Lufthansa,6/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,589"
Lufthansa,6/7/2022,TLV,VCE,"FRA, MUC",4:50,12:50,9h 00m,2 stops,"1,632"
Lufthansa,6/7/2022,TLV,VCE,"FRA, MUC",8:00,16:20,9h 20m,2 stops,"1,651"
Lufthansa,6/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,687"
Wizz Air,6/7/2022,TLV,NAP,,16:20,18:40,3h 20m,nonstop,339
Wizz Air,6/7/2022,TLV,NAP,,16:20,18:40,3h 20m,nonstop,280
Wizz Air,6/7/2022,TLV,TSF,CLJ,10:25,16:00,6h 35m,1 stop,244
Ryanair,6/7/2022,TLV,NAP,,20:40,22:55,3h 15m,nonstop,328
Wizz Air,6/7/2022,TLV,FCO,,22:30,1:20,3h 50m,nonstop,280
Ryanair,6/7/2022,TLV,FCO,BRI,20:30,1:00,5h 30m,1 stop,308
ITA Airways,6/7/2022,TLV,FCO,,15:15,18:00,3h 45m,nonstop,535
Wizz Air,6/7/2022,TLV,NAP,OTP,9:25,14:40,6h 15m,1 stop,303
Aegean Airlines,6/7/2022,TLV,FCO,ATH,5:10,9:35,5h 25m,1 stop,523
BlueBird Airways,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,780
BlueBird Airways,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,874
ITA Airways,6/7/2022,TLV,VCE,FCO,15:15,22:50,8h 35m,1 stop,550
ITA Airways,6/7/2022,TLV,NAP,FCO,15:15,22:45,8h 30m,1 stop,556
LOT,6/7/2022,TLV,VCE,WAW,5:05,11:20,7h 15m,1 stop,603
Aegean Airlines,6/7/2022,TLV,FCO,ATH,10:00,17:25,8h 25m,1 stop,611
Royal Jordanian,6/7/2022,TLV,FCO,AMM,8:30,14:40,7h 10m,1 stop,612
ITA Airways,6/7/2022,TLV,NAP,"FCO, LIN",15:15,22:55,8h 40m,2 stops,623
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,654
easyJet,6/7/2022,TLV,VCE,NCE,12:55,18:40,6h 45m,1 stop,746
ITA Airways,6/7/2022,TLV,VCE,FCO,5:15,10:30,6h 15m,1 stop,816
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,821
ITA Airways,6/7/2022,TLV,FCO,,5:15,8:00,3h 45m,nonstop,862
Hahn Air Systems,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,909
EL AL,6/7/2022,TLV,VCE,,18:15,21:05,3h 50m,nonstop,911
EL AL,6/7/2022,TLV,FCO,,6:05,8:45,3h 40m,nonstop,934
easyJet,6/7/2022,TLV,FCO,GVA,13:10,20:20,8h 10m,1 stop,747
easyJet,6/7/2022,TLV,VCE,BER,14:10,22:55,9h 45m,1 stop,775
Vueling,6/7/2022,TLV,FCO,BCN,5:10,13:45,9h 35m,1 stop,804
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,872
Brussels Airlines,6/7/2022,TLV,VCE,BRU,16:05,22:50,7h 45m,1 stop,916
Vueling,6/7/2022,TLV,FCO,BCN,5:10,13:45,9h 35m,1 stop,929
Iberia,6/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,979
Brussels Airlines,6/7/2022,TLV,FCO,"FRA, BRU",8:00,17:00,10h 00m,2 stops,982
Turkish Airlines,6/7/2022,TLV,FCO,IST,4:50,10:00,6h 10m,1 stop,"1,023"
Turkish Airlines,6/7/2022,TLV,FCO,IST,10:30,18:45,9h 15m,1 stop,"1,023"
Lufthansa,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,044"
Brussels Airlines,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,087"
Iberia,6/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,152"
Turkish Airlines,6/7/2022,TLV,NAP,IST,10:30,18:25,8h 55m,1 stop,"1,169"
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,174"
Lufthansa,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,190"
Vueling,6/7/2022,TLV,FCO,BCN,5:10,13:45,9h 35m,1 stop,"1,210"
Brussels Airlines,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,239"
Turkish Airlines,6/7/2022,TLV,VCE,IST,0:50,8:30,8h 40m,1 stop,"1,240"
Turkish Airlines,6/7/2022,TLV,VCE,IST,10:30,19:10,9h 40m,1 stop,"1,240"
Brussels Airlines,6/7/2022,TLV,VCE,BRU,4:50,11:55,8h 05m,1 stop,"1,298"
Lufthansa,6/7/2022,TLV,VCE,FRA,8:00,13:55,6h 55m,1 stop,"1,316"
Austrian Airlines,6/7/2022,TLV,VCE,VIE,15:35,21:35,7h 00m,1 stop,"1,342"
Austrian Airlines,6/7/2022,TLV,VCE,VIE,6:15,14:10,8h 55m,1 stop,"1,342"
Austrian Airlines,6/7/2022,TLV,NAP,VIE,6:15,14:05,8h 50m,1 stop,"1,367"
Lufthansa,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,375"
EL AL,6/7/2022,TLV,VCE,VIE,6:40,14:10,8h 30m,1 stop,"1,413"
Austrian Airlines,6/7/2022,TLV,FCO,VIE,15:35,20:45,6h 10m,1 stop,"1,434"
Lufthansa,6/7/2022,TLV,FCO,FRA,16:30,23:25,7h 55m,1 stop,"1,441"
EL AL,6/7/2022,TLV,VCE,ZRH,8:00,14:05,7h 05m,1 stop,"1,536"
Lufthansa,6/7/2022,TLV,FCO,FRA,4:50,12:35,8h 45m,1 stop,"1,539"
Lufthansa,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,589"
Lufthansa,6/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,589"
Lufthansa,6/7/2022,TLV,VCE,"FRA, MUC",4:50,12:50,9h 00m,2 stops,"1,632"
Lufthansa,6/7/2022,TLV,VCE,"FRA, MUC",8:00,16:20,9h 20m,2 stops,"1,651"
Lufthansa,6/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,687"
Ryanair,6/7/2022,TLV,NAP,,20:40,22:55,3h 15m,nonstop,328
Wizz Air,6/7/2022,TLV,NAP,,16:20,18:40,3h 20m,nonstop,280
EL AL,6/7/2022,TLV,FCO,,6:05,8:45,3h 40m,nonstop,934
ITA Airways,6/7/2022,TLV,FCO,,15:15,18:00,3h 45m,nonstop,535
BlueBird Airways,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,780
ITA Airways,6/7/2022,TLV,FCO,,5:15,8:00,3h 45m,nonstop,862
BlueBird Airways,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,874
Hahn Air Systems,6/7/2022,TLV,FCO,,10:00,12:45,3h 45m,nonstop,909
Wizz Air,6/7/2022,TLV,FCO,,22:30,1:20,3h 50m,nonstop,280
EL AL,6/7/2022,TLV,VCE,,18:15,21:05,3h 50m,nonstop,911
Aegean Airlines,6/7/2022,TLV,FCO,ATH,5:10,9:35,5h 25m,1 stop,523
Ryanair,6/7/2022,TLV,FCO,BRI,20:30,1:00,5h 30m,1 stop,308
Turkish Airlines,6/7/2022,TLV,FCO,IST,4:50,10:00,6h 10m,1 stop,"1,023"
Austrian Airlines,6/7/2022,TLV,FCO,VIE,15:35,20:45,6h 10m,1 stop,"1,434"
Wizz Air,6/7/2022,TLV,NAP,OTP,9:25,14:40,6h 15m,1 stop,303
ITA Airways,6/7/2022,TLV,VCE,FCO,5:15,10:30,6h 15m,1 stop,816
Lufthansa,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,190"
Brussels Airlines,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,239"
Lufthansa,6/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,375"
Wizz Air,6/7/2022,TLV,TSF,CLJ,10:25,16:00,6h 35m,1 stop,244
easyJet,6/7/2022,TLV,VCE,NCE,12:55,18:40,6h 45m,1 stop,746
Lufthansa,6/7/2022,TLV,VCE,FRA,8:00,13:55,6h 55m,1 stop,"1,316"
Austrian Airlines,6/7/2022,TLV,VCE,VIE,15:35,21:35,7h 00m,1 stop,"1,342"
EL AL,6/7/2022,TLV,VCE,ZRH,8:00,14:05,7h 05m,1 stop,"1,536"
Royal Jordanian,6/7/2022,TLV,FCO,AMM,8:30,14:40,7h 10m,1 stop,612
LOT,6/7/2022,TLV,VCE,WAW,5:05,11:20,7h 15m,1 stop,603
Lufthansa,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,044"
Brussels Airlines,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,087"
Lufthansa,6/7/2022,TLV,NAP,FRA,16:30,22:55,7h 25m,1 stop,"1,589"
Air France,6/7/2022,TLV,VCE,CDG,16:30,22:55,7h 25m,1 stop,"2,382"
Brussels Airlines,6/7/2022,TLV,VCE,BRU,16:05,22:50,7h 45m,1 stop,916
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,654
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,821
Lufthansa,6/7/2022,TLV,FCO,FRA,16:30,23:25,7h 55m,1 stop,"1,441"
Brussels Airlines,6/7/2022,TLV,VCE,BRU,4:50,11:55,8h 05m,1 stop,"1,298"
KLM,6/7/2022,TLV,FCO,AMS,4:45,11:50,8h 05m,1 stop,"2,383"
easyJet,6/7/2022,TLV,FCO,GVA,13:10,20:20,8h 10m,1 stop,747
Lufthansa,6/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,589"
Lufthansa,6/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,687"
Brussels Airlines,6/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,788"
Aegean Airlines,6/7/2022,TLV,FCO,ATH,10:00,17:25,8h 25m,1 stop,611
ITA Airways,6/7/2022,TLV,NAP,FCO,15:15,22:45,8h 30m,1 stop,556
EL AL,6/7/2022,TLV,VCE,VIE,6:40,14:10,8h 30m,1 stop,"1,413"
ITA Airways,6/7/2022,TLV,VCE,FCO,15:15,22:50,8h 35m,1 stop,550
ITA Airways,6/7/2022,TLV,NAP,"FCO, LIN",15:15,22:55,8h 40m,2 stops,623
Turkish Airlines,6/7/2022,TLV,VCE,IST,0:50,8:30,8h 40m,1 stop,"1,240"
Lufthansa,6/7/2022,TLV,FCO,FRA,4:50,12:35,8h 45m,1 stop,"1,539"
Austrian Airlines,6/7/2022,TLV,NAP,VIE,6:15,14:05,8h 50m,1 stop,"1,367"
Turkish Airlines,6/7/2022,TLV,NAP,IST,10:30,18:25,8h 55m,1 stop,"1,169"
Austrian Airlines,6/7/2022,TLV,VCE,VIE,6:15,14:10,8h 55m,1 stop,"1,342"
Lufthansa,6/7/2022,TLV,VCE,"FRA, MUC",4:50,12:50,9h 00m,2 stops,"1,632"
Turkish Airlines,6/7/2022,TLV,FCO,IST,10:30,18:45,9h 15m,1 stop,"1,023"
Lufthansa,6/7/2022,TLV,VCE,"FRA, MUC",8:00,16:20,9h 20m,2 stops,"1,651"
Air France,6/7/2022,TLV,FCO,CDG,7:50,16:15,9h 25m,1 stop,"3,090"
Iberia,6/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,979
Iberia,6/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,152"
Vueling,6/7/2022,TLV,FCO,BCN,5:10,13:45,9h 35m,1 stop,804
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,872
Vueling,6/7/2022,TLV,FCO,BCN,5:10,13:45,9h 35m,1 stop,929
Pegasus Airlines,6/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,174"
EL AL,6/6/2022,TLV,MUC,,15:45,18:50,4h 05m,nonstop,617
EL AL,6/6/2022,TLV,MUC,,15:45,18:50,4h 05m,nonstop,534
EL AL,6/6/2022,TLV,FRA,,6:10,9:40,4h 30m,nonstop,547
EL AL,6/6/2022,TLV,BER,,17:30,20:50,4h 20m,nonstop,615
Ryanair,6/6/2022,TLV,BER,,11:55,15:10,4h 15m,nonstop,695
easyJet,6/6/2022,TLV,BER,,14:10,17:45,4h 35m,nonstop,698
LOT,6/6/2022,TLV,BER,WAW,5:05,10:35,6h 30m,1 stop,585
AnadoluJet,6/6/2022,TLV,BER,SAW,6:20,11:20,6h 00m,1 stop,697
Aegean Airlines,6/6/2022,TLV,FRA,ATH,5:10,10:15,6h 05m,1 stop,704
AnadoluJet,6/6/2022,TLV,MUC,SAW,6:20,12:00,6h 40m,1 stop,717
Pegasus Airlines,6/6/2022,TLV,FRA,SAW,6:55,13:50,7h 55m,1 stop,654
LOT,6/6/2022,TLV,BER,WAW,10:55,18:30,8h 35m,1 stop,707
LOT,6/6/2022,TLV,MUC,WAW,10:55,18:50,8h 55m,1 stop,712
AnadoluJet,6/6/2022,TLV,BER,AYT,11:15,19:10,8h 55m,1 stop,721
AnadoluJet,6/6/2022,TLV,FRA,SAW,6:20,12:30,7h 10m,1 stop,741
Aegean Airlines,6/6/2022,TLV,MUC,ATH,5:10,10:15,6h 05m,1 stop,768
LOT,6/6/2022,TLV,FRA,WAW,5:05,11:35,7h 30m,1 stop,774
Pegasus Airlines,6/6/2022,TLV,MUC,SAW,5:10,11:40,7h 30m,1 stop,838
